X,Y,Theta,Timestamp
3.001219152340705,0.9999900469925544,0.24628720349792435,18
3.0223531377531105,1.0028467500082414,0.4900190684800345,18
3.0289472741214007,1.0020761658143447,0.7160679143960275,18
3.0345921815547148,1.0034167017522972,0.9298555611195725,18
3.0090530980265697,0.995658047938794,1.1363128996513159,18
3.0195264678202323,1.013706769659165,1.3968401776568973,19
2.99908152876303,1.0299435661030032,1.6447733736598005,19
2.9885724360304247,1.0729500630426352,1.8626080007120538,19
2.9679610878334866,1.1309840728540919,2.074724820772192,19
2.9259791276549962,1.1976796998459145,2.264492226387284,20
2.8558929494271377,1.2652838452429973,2.4869950841890214,20
2.5926776840007406,1.4284577125341653,2.5943707491930423,22
2.3573913784937366,1.5928155600963378,2.355197546665934,25
2.342313197935861,1.5952381225786676,2.1492045105649256,25
2.356269041747914,1.5780959461458752,1.951329093669774,26
2.356975768903259,1.5695856463059465,1.7488798455247667,51
2.348928711195309,1.5693578232743395,1.5133021495716772,51
2.3551618223955564,1.5706711770671864,1.2783375559429113,52
2.345503849382249,1.5980610576004326,1.069902673835227,52
2.3510457608498183,1.6415843059377406,0.7991229809032329,52
2.3783919170210814,1.666143414232665,0.5736695872436881,52
2.4144008150736873,1.7025049089294095,0.37197540930430356,53
2.481779711358998,1.716362983632813,0.16140648365966326,53
2.550650594465026,1.7089101731611374,-0.04948235762722057,53
2.6470165269732235,1.6843909433698958,-0.26955803369090964,54
2.8032757909883235,1.617453447104146,-0.5113391986251159,56
2.8218728190486844,1.5993489009579271,-0.3128655816868891,56
2.832688349396483,1.5967765337934479,-0.05249758956700572,56
2.8490577044624996,1.6065397867051807,0.19346901912635106,56
2.8554822097606762,1.6035266764321239,0.4534024077990043,57
2.8648400839473998,1.6072821688726848,0.6827644383901137,57
2.8501294671642428,1.6034604483658121,0.9078839693373081,57
2.8532541843211483,1.5978229274573115,1.104599185405689,58
2.8599089647895037,1.620782789301681,1.3317527148859172,59
2.8733261241413834,1.650414664640586,1.5401213478088056,66
