X,Y,Theta,Timestamp
4.020249661976318,0.9999818136453131,0.27089592700629,18
4.03318322473403,1.0047938077736065,0.523365850984741,18
4.0371727930145775,1.0096792742384544,0.7589366406009443,18
4.05587899763114,1.0252705903331552,1.0091424535769242,18
4.068781594101582,1.034464215856208,1.2504793557520781,18
4.082512276527878,1.0715566809122805,1.468757075538629,19
4.094486348973508,1.1054311338437839,1.6856697876919078,19
4.072534515295057,1.1579883271986224,1.8962244327223547,19
4.004279624608693,1.2817031640306003,2.104433693357061,20
3.8447861567444748,1.530738244930251,2.1712019935982787,22
3.6696434106055147,1.775468543150971,2.2216795649724124,24
3.465743490948009,2.0029481098627935,2.042012164264282,27
3.435315792471712,2.023785209957923,1.8341403245450005,27
3.4215070189288253,2.035620052357717,2.069825158263437,51
3.420312666265663,2.0430158227071695,2.276124070887369,52
3.416803302124743,2.0501386036984,2.527471299129175,52
3.4092978832998986,2.0423426057880354,2.7514474777702214,52
3.4006106313121913,2.0587846405511705,2.97260571595747,52
3.368318420960183,2.0500768314335653,-3.0741116943134603,52
3.334638591550145,2.0444382884551833,-2.8202280024634754,53
3.31666491426417,2.0318697969741026,-2.573400642550911,53
3.295996466269848,2.0184728559205296,-2.3524892466647214,53
3.28729798109393,1.985608357736812,-2.130792801350693,53
3.2642710433824766,1.9257602713942887,-1.903431956700404,54
3.2503460643161883,1.896917201266032,-1.7258825328395027,54
3.2499592716943835,1.843593901895041,-1.5436741260188496,54
3.254620365511681,1.765687519481154,-1.3350692076007311,55
3.3425058599095623,1.5280672166062748,-1.268873059863026,57
3.3562227959773936,1.4670638960465785,-1.4614939176517663,57
3.3498467089113766,1.417782934833642,-1.653167760385138,57
3.354029599376151,1.3474236421860064,-1.860065618729965,58
3.3339638705719308,1.2800678328532031,-2.0617843108797462,58
3.294727606892092,1.2070010812250438,-2.2446224236405956,59
3.193673072971222,1.1094963188683546,-2.46978398425082,59
2.9514560197254753,0.9115248467881539,-2.4532592299766223,61
2.90683549686092,0.8828303341909092,-2.6994270228528574,62
2.90304057155331,0.8875530517387804,-2.957230343630877,62
2.8832070698740373,0.8847227692284632,3.061262532841796,63
2.8808738417316495,0.8905929583070102,2.8460401798653163,63
2.87100106467396,0.8814112283322344,2.6442209911561636,63
2.884549044363683,0.8769463086064617,2.432291821507257,63
2.8778626825831473,0.8820305620190559,2.2041646312587613,64
2.867825384583558,0.8775077294763545,2.0087789994273155,64
2.871356042816923,0.8981045164766854,1.8217681689579956,68
