time,voltage,current,temperature,charge_percentage
1678888787,14.833000183105469,0.6349999904632568,34.849998474121094,0.4699999988079071
1678888790,14.574000358581543,-0.9330000281333923,34.849998474121094,0.4699999988079071
1678888791,14.576000213623047,-0.9319999814033508,34.849998474121094,0.4699999988079071
1678888792,14.579999923706055,-0.9599999785423279,34.849998474121094,0.4699999988079071
1678888793,14.579999923706055,-0.6959999799728394,34.849998474121094,0.4699999988079071
1678888794,14.572999954223633,-0.777999997138977,34.849998474121094,0.4699999988079071
1678888794,14.572999954223633,-0.777999997138977,34.849998474121094,0.4699999988079071
1678888795,14.569999694824219,-0.7770000100135803,34.849998474121094,0.4699999988079071
1678888796,14.5600004196167,-0.7770000100135803,34.849998474121094,0.4699999988079071
1678888797,14.54699993133545,-1.0820000171661377,34.849998474121094,0.4699999988079071
1678888798,14.534000396728516,-0.8980000019073486,34.849998474121094,0.4699999988079071
1678888800,14.526000022888184,-0.8619999885559082,34.849998474121094,0.4699999988079071
1678888802,14.517999649047852,-0.9319999814033508,34.849998474121094,0.4699999988079071
1678888804,14.520999908447266,-0.8740000128746033,34.849998474121094,0.4699999988079071
1678888804,14.520999908447266,-0.8740000128746033,34.849998474121094,0.4699999988079071
1678888807,14.515999794006348,-0.8659999966621399,34.849998474121094,0.4699999988079071
1678888812,14.51099967956543,-0.7720000147819519,35.04999923706055,0.4699999988079071
1678888812,14.51099967956543,-0.7720000147819519,35.04999923706055,0.4699999988079071
1678888822,14.479000091552734,-0.925000011920929,35.04999923706055,0.4699999988079071
1678888825,14.477999687194824,-0.8330000042915344,35.04999923706055,0.46000000834465027
1678888825,14.477999687194824,-0.8330000042915344,35.04999923706055,0.46000000834465027
1678888830,14.484999656677246,-0.7929999828338623,35.04999923706055,0.46000000834465027
