X,Y,Theta,Timestamp
2.6641681554712777,5.934126420056325,0.7416789536114897,2616
2.679801133523426,5.965131524072274,1.005009712363317,2617
2.6921950773083685,5.996271676514408,1.2365790571111315,2617
2.7030136183713362,6.008596941329423,1.4765612903521272,2617
2.6945666914462647,6.034923476704408,1.6651678368998166,2617
2.6930576744912993,6.102563445783412,1.409283882077307,2618
2.711270077248692,6.120379776581256,1.1806999859915532,2618
2.730976088681537,6.1420536792816,0.9782210444423214,2618
2.7591939352950723,6.190121797944638,0.7798428783429575,2618
2.7868706680118263,6.194660146676369,0.563828388811614,2619
2.8629845824417455,6.231702277282155,0.7864783341988191,2631
2.8639452653608863,6.2366587731716105,1.005088931667733,2631
2.862497822527109,6.2303099404826225,1.2633288379878762,2631
2.8510464297814813,6.221377759695774,1.4649265537820197,2632
2.8512450381172956,6.222759907998502,1.7077681711416173,2632
2.8511627945871822,6.21084294447494,1.9289168141482955,2632
2.8391971555618705,6.2225680866263655,2.1671487356707466,2632
2.814673294520711,6.239712713125289,2.3715709008365153,2632
2.7731612477139684,6.2892815051946815,2.5658484474605703,2633
2.7316195949552116,6.30344711135504,2.7989105035897697,2633
2.680517289593039,6.3193484870215375,3.003540139822184,2633
2.455953473205907,6.32907802560287,-3.09717009647263,2636
2.41159875069846,6.315318232690644,-2.8667654712766537,2637
2.350046280595765,6.297299311959444,-2.5936587020116235,2638
2.3475210835575577,6.308610559936733,-2.372928783449263,2639
2.343996206355225,6.309638805189813,-2.158775126069301,2639
2.334665996028981,6.298585053917977,-1.906379161514902,2639
2.335747456447029,6.300312773243667,-1.6618660823765774,2639
2.3225602353511303,6.290677287918914,-1.4078959631969192,2640
2.3252967556155335,6.2910230978338335,-1.1840237464597367,2640
2.3323813092163737,6.281592606550518,-0.9670707680809334,2640
2.328451252582494,6.290410191405987,-0.7485613757627528,2641
2.3184567058846985,6.302226013547513,-0.5581654679280788,2641
2.317571177908704,6.284476665236992,-0.36794149641351837,2642
2.3487898284292936,6.28611064501563,-0.15311234442469265,2657
2.435957946401596,6.277140645075193,0.07323396941489273,2658
2.534006187118709,6.314698223955134,0.27450846800718787,2658
2.782317293575109,6.3841440308857615,0.07451483639608392,2663
2.802061906686031,6.395640167301418,-0.12741937351964333,2663
2.8208867106737574,6.403980082591408,-0.3219575942682468,2664
2.8162950390007446,6.427149341832537,-0.5034251741702271,2665
