X,Y,Theta,Timestamp
2.341962424064531,4.238734069266034,1.172764254485963,2617
2.3989957597664233,4.359594214638436,0.9693058936235414,2620
2.4402052613719234,4.40438458564661,0.7395622155251863,2631
2.5202026494666505,4.451053493750082,0.5224114555008644,2632
2.6192690439431563,4.495175769750672,0.3244254172320244,2632
2.873828266380417,4.544991955985535,0.1538660954258365,2634
3.0798629247459277,4.567237189117583,0.36113402645151715,2636
3.300848670383953,4.676511247513946,0.5567911306377903,2637
3.523399280764134,4.869222496509242,0.7645755623750617,2639
3.650414540293662,4.9662392595788765,0.5367361738722888,2642
3.663404618607371,4.991770799830277,0.3278654858225462,2642
3.6599535474055984,4.997317020340675,0.1271916485587655,2643
3.673778504417699,4.983041369721055,-0.09214714294168097,2657
3.675496639872436,4.977982891811326,-0.3343187300553116,2657
3.6866340361645658,4.983200727708697,-0.585966456146191,2657
3.71271531229491,4.933809282254053,-0.8159351028526628,2657
3.7299212503177115,4.891324744951597,-1.0729556353607528,2658
3.728529107493582,4.872337681160404,-1.3250840241662396,2658
3.7408345386042536,4.850244496082327,-1.5607639504771096,2658
3.733797776414663,4.844538551814501,-1.7657720129594565,2658
3.724258828461996,4.838701954881069,-1.9720961524667167,2659
3.702212299477488,4.797324502999711,-2.1855919086779547,2659
3.6730148587182745,4.727343618160963,-2.3871338366869974,2659
3.6325890488104995,4.735662619653701,-2.6046639394005444,2660
3.5909753594017553,4.71367972581091,-2.3625284585802833,2661
3.59981437910128,4.717238749597091,-2.139870751356627,2662
3.597463011700761,4.684728562999039,-2.3517171206862044,2662
3.597811415423076,4.683801209838647,-2.109723166449198,2663
3.5972956984669016,4.677061853643962,-1.8590122389744914,2664
3.5831268497727753,4.690977349025513,-1.6407738239011072,2664
3.576687411899884,4.6829090939624365,-1.4260118607743633,2664
3.5773579907036335,4.691969912477776,-1.204319953274732,2665
3.5790950785780313,4.701535045309979,-1.010907040013415,2665
3.578103110450002,4.6711956093115266,-0.8194820774602458,2667
